TransactionAmount,TransactionType,MerchantID,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,Channel_Branch,Channel_Online,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student,Location_Atlanta,Location_Austin,Location_Baltimore,Location_Boston,Location_Charlotte,Location_Chicago,Location_Colorado Springs,Location_Columbus,Location_Dallas,Location_Denver,Location_Detroit,Location_El Paso,Location_Fort Worth,Location_Fresno,Location_Houston,Location_Indianapolis,Location_Jacksonville,Location_Kansas City,Location_Las Vegas,Location_Los Angeles,Location_Louisville,Location_Memphis,Location_Mesa,Location_Miami,Location_Milwaukee,Location_Nashville,Location_New York,Location_Oklahoma City,Location_Omaha,Location_Philadelphia,Location_Phoenix,Location_Portland,Location_Raleigh,Location_Sacramento,Location_San Antonio,Location_San Diego,Location_San Francisco,Location_San Jose,Location_Seattle,Location_Tucson,Location_Virginia Beach,Location_Washington,TransactionYear,TransactionMonth,TransactionDay,TransactionHour,PrevTransactionYear,PrevTransactionMonth,PrevTransactionDay,PrevTransactionHour,Kelompok_CustomerAge,Kelompok_TransactionAmount,Kelompok_AccountBalance,Cluster
177.19,0,87,76,43,1,5343.3,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,5,15,17,2024,11,4,8,Lansia,Sedang,Tinggi,0
260.88,0,93,22,36,1,903.05,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,5,29,16,2024,11,4,8,Muda,Tinggi,Rendah,1
169.47,0,45,24,19,1,1806.16,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,3,22,16,2024,11,4,8,Muda,Sedang,Sedang,1
73.23,0,21,26,14,1,787.74,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2023,5,19,16,2024,11,4,8,Dewasa,Rendah,Rendah,1
1362.55,0,0,29,106,1,2429.68,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,2,10,18,2024,11,4,8,Dewasa,Sangat Tinggi,Sedang,1
792.57,0,58,19,164,1,770.37,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,5,22,16,2024,11,4,8,Muda,Sangat Tinggi,Rendah,1
237.06,0,48,71,46,1,1182.77,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2023,12,18,16,2024,11,4,8,Lansia,Tinggi,Rendah,1
34.17,1,90,54,54,1,726.55,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2023,11,21,16,2024,11,4,8,Paruh Baya,Rendah,Rendah,1
740.25,0,9,41,123,1,14464.3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2023,7,19,17,2024,11,4,8,Paruh Baya,Sangat Tinggi,Sangat Tinggi,2
453.54,0,16,58,82,1,12046.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,4,19,16,2024,11,4,8,Lansia,Sangat Tinggi,Sangat Tinggi,2
300.47,0,64,73,100,1,7885.64,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,11,13,16,2024,11,4,8,Lansia,Tinggi,Sangat Tinggi,0
110.93,1,35,19,201,1,1952.35,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2023,4,7,16,2024,11,4,8,Muda,Sedang,Sedang,1
201.69,0,18,59,299,1,7328.52,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,3,16,2024,11,4,8,Lansia,Sedang,Tinggi,0
399.21,0,61,59,109,1,3210.39,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2023,1,30,16,2024,11,4,8,Lansia,Tinggi,Sedang,1
1041.88,0,31,78,57,1,5726.2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,9,6,16,2024,11,4,8,Lansia,Sangat Tinggi,Tinggi,0
630.36,0,83,62,52,1,1363.65,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,3,2,16,2024,11,4,8,Lansia,Sangat Tinggi,Rendah,1
10.94,1,82,60,245,1,1241.99,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2023,10,23,17,2024,11,4,8,Lansia,Rendah,Rendah,1
215.9,0,82,38,235,1,7873.28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,4,16,2024,11,4,8,Dewasa,Tinggi,Sangat Tinggi,0
1422.55,0,71,79,165,1,5674.32,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2023,7,10,17,2024,11,4,8,Lansia,Sangat Tinggi,Tinggi,0
226.37,1,40,49,141,1,9840.04,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,9,18,17,2024,11,4,8,Paruh Baya,Tinggi,Sangat Tinggi,2
444.89,1,59,43,101,1,10328.23,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,9,11,16,2024,11,4,8,Paruh Baya,Sangat Tinggi,Sangat Tinggi,2
280.57,1,16,25,24,1,293.24,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2023,1,27,17,2024,11,4,8,Muda,Tinggi,Rendah,1
488.54,0,35,52,132,1,7486.63,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,7,3,17,2024,11,4,8,Paruh Baya,Sangat Tinggi,Tinggi,0
3.3,1,84,50,131,1,11385.37,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,3,27,16,2024,11,4,8,Paruh Baya,Rendah,Sangat Tinggi,2
199.39,0,22,69,165,1,7264.79,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,8,21,16,2024,11,4,8,Lansia,Sedang,Tinggi,0
20.36,0,68,62,75,1,2762.48,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2023,7,24,17,2024,11,4,8,Lansia,Rendah,Sedang,1
113.64,0,37,62,32,1,6675.03,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,10,24,17,2024,11,4,8,Lansia,Sedang,Tinggi,0
493.11,0,21,53,236,1,7432.99,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,7,31,16,2024,11,4,8,Paruh Baya,Sangat Tinggi,Tinggi,0
307.41,0,6,19,14,1,1057.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,6,12,17,2024,11,4,8,Muda,Tinggi,Rendah,1
11.18,0,16,43,161,1,5956.89,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,11,30,16,2024,11,4,8,Paruh Baya,Rendah,Tinggi,0
313.82,0,96,59,151,1,7261.59,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2023,11,15,18,2024,11,4,8,Lansia,Tinggi,Tinggi,0
51.0,0,62,64,107,1,4943.16,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2023,1,30,16,2024,11,4,8,Lansia,Rendah,Tinggi,0
140.98,0,58,60,100,1,8127.48,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,5,25,16,2024,11,4,8,Lansia,Sedang,Sangat Tinggi,0
288.04,0,91,68,63,1,1748.02,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,8,24,16,2024,11,4,8,Lansia,Tinggi,Sedang,1
800.55,0,61,31,108,1,9660.22,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,5,4,16,2024,11,4,8,Dewasa,Sangat Tinggi,Sangat Tinggi,2
485.54,0,60,46,143,1,6371.51,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,2,6,17,2024,11,4,8,Paruh Baya,Sangat Tinggi,Tinggi,0
521.15,0,83,54,214,1,9442.47,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,2,17,18,2024,11,4,8,Paruh Baya,Sangat Tinggi,Sangat Tinggi,2
321.79,1,55,63,61,1,5959.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,2023,8,7,17,2024,11,4,8,Lansia,Tinggi,Tinggi,0
304.93,0,97,65,158,1,13531.22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2023,2,24,16,2024,11,4,8,Lansia,Tinggi,Sangat Tinggi,2
432.08,0,43,40,145,1,11500.62,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,7,31,16,2024,11,4,8,Dewasa,Sangat Tinggi,Sangat Tinggi,2
694.2,0,34,61,72,1,1389.37,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,12,7,16,2024,11,4,8,Lansia,Sangat Tinggi,Rendah,1
116.86,0,87,55,171,1,6706.56,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,3,20,18,2024,11,4,8,Paruh Baya,Sedang,Tinggi,0
386.81,1,38,57,149,1,7175.29,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,3,3,18,2024,11,4,8,Lansia,Tinggi,Tinggi,0
74.88,0,25,25,202,1,420.67,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,5,24,16,2024,11,4,8,Muda,Rendah,Rendah,1
195.76,0,55,75,99,1,7323.53,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2023,5,22,16,2024,11,4,8,Lansia,Sedang,Tinggi,0
134.7,0,73,50,106,1,8395.85,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,8,21,16,2024,11,4,8,Paruh Baya,Sedang,Sangat Tinggi,0
890.24,1,28,33,161,1,5140.93,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,7,7,18,2024,11,4,8,Dewasa,Sangat Tinggi,Tinggi,0
361.27,0,87,63,180,1,7945.57,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,6,17,2024,11,4,8,Lansia,Tinggi,Sangat Tinggi,0
131.56,0,13,44,42,1,5873.54,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,10,19,16,2024,11,4,8,Paruh Baya,Sedang,Tinggi,0
485.51,1,96,76,37,1,3074.45,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,11,28,16,2024,11,4,8,Lansia,Sangat Tinggi,Sedang,1
547.87,0,63,64,131,1,6155.76,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,7,10,17,2024,11,4,8,Lansia,Sangat Tinggi,Tinggi,0
457.3,0,41,28,15,1,8318.29,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2023,6,26,18,2024,11,4,8,Dewasa,Sangat Tinggi,Sangat Tinggi,0
506.24,0,76,58,64,1,230.09,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,13,16,2024,11,4,8,Lansia,Sangat Tinggi,Rendah,1
486.59,0,16,57,119,1,2513.56,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,12,19,16,2024,11,4,8,Lansia,Sangat Tinggi,Sedang,1
163.68,0,86,41,292,1,10090.05,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2023,9,28,16,2024,11,4,8,Paruh Baya,Sedang,Sangat Tinggi,2
581.65,0,8,22,176,1,480.19,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,9,16,2024,11,4,8,Muda,Sangat Tinggi,Rendah,1
52.01,0,18,48,85,1,1120.88,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,11,7,16,2024,11,4,8,Paruh Baya,Rendah,Rendah,1
630.24,0,53,21,62,1,370.81,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,11,29,18,2024,11,4,8,Muda,Sangat Tinggi,Rendah,1
523.74,0,98,43,159,1,13498.55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,11,2,16,2024,11,4,8,Paruh Baya,Sangat Tinggi,Sangat Tinggi,2
705.6,0,70,40,124,3,14804.7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2023,2,20,18,2024,11,4,8,Dewasa,Sangat Tinggi,Sangat Tinggi,2
217.5,1,42,46,35,1,3057.4,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,10,23,18,2024,11,4,8,Paruh Baya,Tinggi,Sedang,1
91.48,0,80,51,141,1,14942.78,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,23,16,2024,11,4,8,Paruh Baya,Sedang,Sangat Tinggi,2
5.25,0,9,39,49,1,14143.32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2023,11,13,18,2024,11,4,8,Dewasa,Rendah,Sangat Tinggi,2
54.03,1,86,56,161,1,6736.3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,9,19,17,2024,11,4,8,Lansia,Rendah,Tinggi,0
736.73,0,36,48,10,1,3313.07,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,11,27,16,2024,11,4,8,Paruh Baya,Sangat Tinggi,Sedang,1
368.91,0,81,54,14,1,829.71,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2023,3,10,17,2024,11,4,8,Paruh Baya,Tinggi,Rendah,1
33.06,1,44,53,170,1,1540.87,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,17,16,2024,11,4,8,Paruh Baya,Rendah,Sedang,1
66.5,1,97,32,144,1,6820.23,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,5,4,16,2024,11,4,8,Dewasa,Rendah,Tinggi,0
177.08,0,13,35,85,1,13475.14,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,6,17,2024,11,4,8,Dewasa,Sedang,Sangat Tinggi,2
588.54,0,30,32,130,1,714.45,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2023,2,6,17,2024,11,4,8,Dewasa,Sangat Tinggi,Rendah,1
173.5,0,51,21,282,1,1306.91,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,10,23,17,2024,11,4,8,Muda,Sedang,Rendah,1
78.33,1,68,56,189,1,7255.33,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,7,31,16,2024,11,4,8,Lansia,Rendah,Tinggi,0
40.66,0,60,59,156,1,1153.84,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2024,1,1,16,2024,11,4,8,Lansia,Rendah,Rendah,1
97.22,1,62,77,55,1,6647.73,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,2,20,17,2024,11,4,8,Lansia,Sedang,Tinggi,0
34.07,0,79,22,81,1,8709.77,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2023,11,6,17,2024,11,4,8,Muda,Rendah,Sangat Tinggi,0
492.06,0,11,23,74,1,857.9,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,10,19,16,2024,11,4,8,Muda,Sangat Tinggi,Rendah,1
842.01,1,14,53,185,1,509.45,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2023,9,12,16,2024,11,4,8,Paruh Baya,Sangat Tinggi,Rendah,1
73.55,0,85,51,158,1,2812.06,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,9,16,2024,11,4,8,Paruh Baya,Rendah,Sedang,1
760.53,0,4,57,118,1,6179.91,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2023,9,4,18,2024,11,4,8,Lansia,Sangat Tinggi,Tinggi,0
273.08,1,6,26,134,1,6609.3,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,1,30,16,2024,11,4,8,Dewasa,Tinggi,Tinggi,0
371.69,0,19,67,143,1,3484.32,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2023,12,22,16,2024,11,4,8,Lansia,Tinggi,Sedang,1
218.96,0,20,18,13,1,754.21,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2023,8,30,16,2024,11,4,8,Muda,Tinggi,Rendah,1
227.39,0,9,18,65,1,751.09,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,12,25,16,2024,11,4,8,Muda,Tinggi,Rendah,1
237.99,1,42,39,86,1,8510.09,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,5,8,16,2024,11,4,8,Dewasa,Tinggi,Sangat Tinggi,0
186.6,0,36,58,13,1,1508.72,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2023,7,4,16,2024,11,4,8,Lansia,Sedang,Sedang,1
341.15,0,41,18,148,1,511.37,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2023,2,13,17,2024,11,4,8,Muda,Tinggi,Rendah,1
434.58,0,90,59,215,1,12648.32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2023,9,6,16,2024,11,4,8,Lansia,Sangat Tinggi,Sangat Tinggi,2
312.88,1,39,54,44,1,233.21,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2023,5,26,18,2024,11,4,8,Paruh Baya,Tinggi,Rendah,1
